Date,Open,Close,%24H
2017-11-09,308.644989,320.884003,3.965401816389119
2017-11-10,320.67099,299.252991,-6.679119617275017
2017-11-11,298.585999,314.681,5.390407136940124
2017-11-12,314.690002,307.90799,-2.155140600876163
2017-11-13,307.024994,316.716003,3.1564234799724504
2017-11-14,316.763,337.631012,6.5878944194871325
2017-11-15,337.963989,333.356995,-1.3631612094624799
2017-11-16,333.442993,330.924011,-0.7554460741059849
2017-11-17,330.166992,332.394012,0.6745132172388637
2017-11-18,331.980011,347.612,4.708713923140401
2017-11-19,347.401001,354.385986,2.0106404356618404
2017-11-20,354.093994,366.730011,3.5685488074107186
2017-11-21,367.442993,360.401001,-1.9164855866498978
2017-11-22,360.312012,380.652008,5.645106275280116
2017-11-23,381.438995,410.165985,7.531214788356917
2017-11-24,412.501007,474.911011,15.129661004682093
2017-11-25,475.675995,466.276001,-1.9761337756806485
2017-11-26,465.973999,471.329987,1.1494177811410513
2017-11-27,471.531006,480.355011,1.8713520187896189
2017-11-28,480.518005,472.902008,-1.5849555939116147
2017-11-29,473.281006,427.52301,-9.668251085487253
2017-11-30,431.214996,447.114014,3.6870280828545243
2017-12-01,445.209015,466.540009,4.791231372527345
2017-12-02,466.851013,463.449005,-0.7287138520142877
2017-12-03,463.704987,465.852997,0.46322771163123144
2017-12-04,466.053986,470.20401,0.8904599305368829
2017-12-05,470.294006,463.281006,-1.4911948505675903
2017-12-06,462.604004,428.588013,-7.353155334989273
2017-12-07,426.368988,434.40799,1.8854565473228044
2017-12-08,434.989014,456.031006,4.837361708633863
2017-12-09,457.343994,473.502014,3.5330123959165767
2017-12-10,472.789001,441.721008,-6.571217379060814
2017-12-11,440.358002,515.135986,16.98117978108185
2017-12-12,522.286011,651.43103,24.726876898872163
2017-12-13,644.906006,702.767029,8.972008705405036
2017-12-14,700.593994,695.815979,-0.6819948559250684
2017-12-15,696.375977,684.447998,-1.7128648020550612
2017-12-16,686.192017,696.208984,1.4597906638135696
2017-12-17,696.237,719.974976,3.4094677530783346
2017-12-18,721.731995,794.64502,10.102506956200557
2017-12-19,793.901001,826.822998,4.146864276343195
2017-12-20,827.515991,819.085999,-1.0187104650162548
2017-12-21,820.236023,821.062988,0.10082037082148156
2017-12-22,822.643005,674.859985,-17.96441701950653
2017-12-23,681.315979,719.387024,5.587869090620584
2017-12-24,721.768982,694.14801,-3.826843864010777
2017-12-25,698.869995,765.833984,9.581751896502578
2017-12-26,763.369995,773.835999,1.3710263788924528
2017-12-27,774.969971,762.84198,-1.564962702277396
2017-12-28,762.208008,737.02301,-3.304215874887522
2017-12-29,740.388977,753.59198,1.7832522376950624
2017-12-30,753.815002,717.257019,-4.849728766740574
2017-12-31,712.211975,756.732971,6.251087816938204
2018-01-01,755.757019,772.640991,2.2340476602308565
2018-01-02,772.346008,884.44397,14.51395628887617
2018-01-03,886.0,962.719971,8.659138939051918
